bina_serial,tellcordia_id,location_id,onemap_objectid,eslesme,ad,site_adi,blok_adi,kapi_no,bina_turu,mahalle,cadde,sokak,ilce,il,obek,site_grup,lat,lon,konum_kaynagi,taban_alani_m2,kat,kat_kaynagi,konut_sayisi,isyeri_sayisi,toplam_hp,soho_hp,res_hp,aktif_toplam,aktif_res,aktif_soho,aktif_toptan,aktif_esnaf,aktif_diger,firsat,bina,penetrasyon,kurulum_son_ay,churn_son_ay,tv,tv_yan_oda,protokol_segment,toplu_satis,altyapi,teknoloji,evrak_tipi,sales_ready,satisa_hazir_yil,uavt_bina_kodu,ofis_km
BN-00001691-114,115052,O410439,181312.0,Tellcordia ID,AYYILDIZ KENT APT. B  BLOK,,,9A,TEKİL KONUT,Cumhuriyet,Mesut(150) Sk.,Mesut(150) Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-114,40.21876161626197,28.972920905483356,OneMap bina poligonu merkezi,274.82785389297106,5,OneMap,9.0,2.0,9,2,7,4,4,0,0,0,0,3,1,0.5714285714285714,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,28398077.0,1.658763700081199
BN-00001691-115,116913,O410440,181408.0,Tellcordia ID,ÜMİT APT.,,,3,TEKİL KONUT,Esentepe,İstiklal Cd.,İstiklal Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-115,40.22815642448256,28.986236059538985,OneMap bina poligonu merkezi,320.78681851551414,5,OneMap,17.0,0.0,17,0,17,6,4,1,2,0,0,13,1,0.23529411764705882,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-10,2011.0,17185032.0,2.908206291071964
BN-00001691-117,106548,O410442,199769.0,Tellcordia ID,ÇOTANAK SİTESİ B BLOK,,,4,TEKİL KONUT,Fethiye,Ay Sk.,Ay Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-117,40.23497708993916,28.976538012674606,OneMap bina poligonu merkezi,548.2559256455665,5,OneMap,21.0,0.0,21,0,21,12,11,2,1,0,0,10,1,0.5238095238095238,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-09-08,2011.0,17179100.0,2.5317447349374516
BN-00001691-118,117264,O410443,199762.0,Tellcordia ID,ÇOTANAK SİTESİ D BLOK,,,6/1,TEKİL KONUT,Fethiye,Ay Sk.,Ay Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-118,40.23460055146147,28.976444061936412,OneMap bina poligonu merkezi,286.3923573110977,5,OneMap,5.0,0.0,5,0,5,2,2,0,0,0,0,3,1,0.4,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-09-08,2011.0,17179087.0,2.499284379788853
BN-00001691-119,117319,O410444,199761.0,Tellcordia ID,ÇOTANAK SİTESİ C BLOK,,,6,TEKİL KONUT,Fethiye,Ay Sk.,Ay Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-119,40.23475472143903,28.976457931008838,OneMap bina poligonu merkezi,387.27079214219003,5,OneMap,17.0,0.0,17,0,17,7,6,1,1,0,0,11,1,0.35294117647058826,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-08,2011.0,17179101.0,2.5109158736691914
BN-00001691-12,16014701640,O410313,237600.0,Tellcordia ID,DOĞUŞPARK SİTESİ R BLOK,,,16R,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-12,40.22363692388004,28.99055467125617,OneMap bina poligonu merkezi,582.5290623480337,5,OneMap,24.0,0.0,24,0,24,8,8,0,0,0,0,16,1,0.3333333333333333,0,0,5,0,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605787.0,3.1670577672232083
BN-00001691-120,101797,O410445,180156.0,Tellcordia ID,AYDIN SİTESİ B BLOK,,,13,TEKİL KONUT,İhsaniye,Derleyen Sk.,Derleyen Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-120,40.222786880476995,28.98117051939584,OneMap bina poligonu merkezi,396.57363478492294,8,OneMap,13.0,3.0,13,3,10,4,4,0,0,0,0,6,1,0.4,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-25,2011.0,17183018.0,2.363900352158369
BN-00001691-121,101796,O410446,180153.0,Tellcordia ID,AYDIN SİTESİ A BLOK,,,26,TEKİL KONUT,İhsaniye,İsmetiye Sk.,İsmetiye Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-121,40.2228198504613,28.98094973766539,OneMap bina poligonu merkezi,349.5809783585708,8,OneMap,22.0,3.0,22,3,19,7,6,1,0,1,0,13,1,0.3157894736842105,0,2,5,0,BİREYSEL,,FTTb,,BF,2011-03-25,2011.0,17182179.0,2.345654891968984
BN-00001691-122,102273,O410447,265804.0,Tellcordia ID,ATILIM YILDIZ APT.,,,48,TEKİL KONUT,İhsaniye,Fatih Sultan Mehmet Blv.,Fatih Sultan Mehmet Blv.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-122,40.22242379466784,28.97902885464655,OneMap bina poligonu merkezi,578.3716021825626,8,OneMap,38.0,4.0,38,4,34,13,11,1,1,1,0,23,1,0.3235294117647059,0,1,8,0,BİREYSEL,,FTTb,,BF,2012-07-29,2012.0,17183054.0,2.1786406325488374
BN-00001691-124,114994,O410449,175787.0,Tellcordia ID,KARTALLAR İŞ MERKEZİ,KARTALLAR İŞ MERKEZİ,KARTALLAR İŞ MERKEZİ,2,SİTE,İhsaniye,Kartallar Sk.,Kartallar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,S:Nilüfer|İhsaniye|KARTALLAR IS MERKEZI,40.21220755263159,28.984605745614036,OneMap bina poligonu merkezi,192.8868813240512,7,OneMap,14.0,14.0,14,14,0,6,5,2,0,1,0,0,1,,0,0,2,0,SOHO,,FTTb,,BF,2012-05-29,2012.0,19829381.0,2.7939641122784025
BN-00001691-127,114578,O410452,181407.0,Tellcordia ID,YAŞAR APT.,,,9,TEKİL KONUT,Cumhuriyet,Fırat Sk.,Fırat Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-127,40.22311748114202,28.97328017915589,OneMap bina poligonu merkezi,394.259546143856,6,OneMap,17.0,1.0,17,1,16,5,4,0,1,0,0,12,1,0.25,0,0,1,0,BİREYSEL,,FTTb,,BF,2012-04-17,2012.0,17185329.0,1.70485007510008
BN-00001691-129,114908,O413341,161298.0,Tellcordia ID,CİHANKENT SİTESİ D BLOK,,,35,TEKİL KONUT,Ataevler,Divan Sk.,Divan Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-129,40.21779992723712,28.955944938359618,OneMap bina poligonu merkezi,270.2778407832979,5,OneMap,4.0,0.0,4,0,4,3,3,0,0,0,0,1,1,0.75,0,0,3,1,BİREYSEL,,FTTb,,BF,2011-03-31,2011.0,17186034.0,0.35678261681299916
BN-00001691-13,16014701641,O410314,181391.0,Tellcordia ID,DOĞUŞPARK SİTESİ P BLOK,,,16P,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-13,40.22311668300472,28.988004585141578,OneMap bina poligonu merkezi,938.8051552820905,5,OneMap,22.0,0.0,22,0,22,7,6,0,1,0,0,16,1,0.2727272727272727,0,0,4,1,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605785.0,2.9454160195865393
BN-00001691-130,106587,O413343,180165.0,Tellcordia ID,ÖZGÜL SİTESİ A BLOK,,,10,TEKİL KONUT,Cumhuriyet,Zaman Sk.,Zaman Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-130,40.22051338787778,28.971177761650466,OneMap bina poligonu merkezi,196.23743287452984,5,OneMap,11.0,1.0,11,1,10,4,4,0,0,0,0,6,1,0.4,0,0,3,1,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,17185112.0,1.5002278813818848
BN-00001691-131,117419,O413344,181393.0,Tellcordia ID,MODELKENT APT. E BLOK,,,8,TEKİL KONUT,Esentepe,Akarsu Sk.,Akarsu Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-131,40.22756117817287,28.985158535346045,OneMap bina poligonu merkezi,442.9566929582311,5,OneMap,12.0,0.0,12,0,12,7,7,1,0,0,0,5,1,0.5833333333333334,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-12-09,2011.0,17184487.0,2.8015658561632164
BN-00001691-132,116941,O413347,160681.0,Tellcordia ID,BOSTANCI TUNA APT. C BLOK,,,10,TEKİL KONUT,İhsaniye,Erkal Sk.,Erkal Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-132,40.21983083207002,28.984699151415704,OneMap bina poligonu merkezi,300.69388619954987,6,OneMap,11.0,0.0,11,0,11,7,7,1,0,0,0,4,1,0.6363636363636364,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-10-27,2011.0,17182465.0,2.6503756691395375
BN-00001691-133,116996,O413348,181459.0,Tellcordia ID,BOSTANCI TUNA APT. B BLOK,,,8,TEKİL KONUT,İhsaniye,Erkal Sk.,Erkal Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-133,40.21972245356134,28.984916368831723,OneMap bina poligonu merkezi,599.0863287243145,5,OneMap,10.0,0.0,10,0,10,4,4,1,0,0,0,6,1,0.4,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-10-27,2011.0,17182463.0,2.669161714171708
BN-00001691-134,117244,O413349,181311.0,Tellcordia ID,ALKENT SİTESİ A BLOK,,,23,TEKİL KONUT,İhsaniye,Bayır Sk.,Bayır Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-134,40.22014288032385,28.983546841446135,OneMap bina poligonu merkezi,427.78367735424325,5,OneMap,11.0,2.0,11,2,9,4,4,0,0,0,0,5,1,0.4444444444444444,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-04-13,2011.0,17182280.0,2.5517871632585787
BN-00001691-136,117312,O413351,181403.0,Tellcordia ID,ALKENT SİTESİ C BLOK,,,1,TEKİL KONUT,İhsaniye,Çıkrıkçı Sk.,Çıkrıkçı Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-136,40.22014250150625,28.98378588325979,OneMap bina poligonu merkezi,398.3136260438089,5,OneMap,10.0,0.0,10,0,10,4,4,0,0,0,0,6,1,0.4,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-04-13,2011.0,17183102.0,2.5721046324430317
BN-00001691-137,117313,O413352,181404.0,Tellcordia ID,ALKENT SİTESİ D BLOK,,,3,TEKİL KONUT,İhsaniye,Çıkrıkçı Sk.,Çıkrıkçı Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-137,40.22012876038118,28.984003550439095,OneMap bina poligonu merkezi,331.0651163343952,5,OneMap,10.0,0.0,10,0,10,4,2,0,2,0,0,8,1,0.2,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-04-13,2011.0,19827346.0,2.5906245076035415
BN-00001691-139,115405,O413406,161302.0,Tellcordia ID,CİHANKENT SİTESİ B BLOK,,,39,TEKİL KONUT,Ataevler,Divan Sk.,Divan Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-139,40.217989858777656,28.9559343294398,OneMap bina poligonu merkezi,264.3369011555186,5,OneMap,10.0,0.0,10,0,10,2,2,0,0,0,0,8,1,0.2,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-03-31,2011.0,17186036.0,0.3392819126867431
BN-00001691-14,16014701642,O410315,161264.0,Tellcordia ID,DOĞUŞPARK SİTESİ O BLOK,,,16O,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-14,40.223161534276365,28.98859227310024,OneMap bina poligonu merkezi,1069.043302421507,5,OneMap,22.0,0.0,22,0,22,4,4,0,0,0,0,18,1,0.18181818181818182,0,0,4,1,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605780.0,2.995615079740695
BN-00001691-141,106867,O413408,180166.0,Tellcordia ID,ÖZGÜL APT. B BLOK,,,8,TEKİL KONUT,Cumhuriyet,Zaman Sk.,Zaman Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-141,40.220371011803884,28.971487257120994,OneMap bina poligonu merkezi,192.4266216251282,5,OneMap,11.0,1.0,11,1,10,4,4,0,0,0,0,6,1,0.4,0,0,2,2,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,17185108.0,1.5265300154752945
BN-00001691-142,16014720601,O414433,126220.0,Tellcordia ID,KAZMA APT. C BLOK,,,3,TEKİL KONUT,İhsaniye,Şehit Zeki Burak Okay Cd.,Şehit Zeki Burak Okay Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-142,40.215113774279224,28.988680451152174,OneMap bina poligonu merkezi,206.60895198157715,9,Tahmin,13.0,,13,0,13,1,1,0,0,0,0,12,1,0.07692307692307693,0,0,1,1,BİREYSEL,,FTTb,,BF,2012-07-24,2012.0,17183070.0,3.0453852810295374
BN-00001691-143,106224,O414434,123056.0,Tellcordia ID,KAZMA APT. A BLOK,,,4,TEKİL KONUT,İhsaniye,Çağlayan Sk.,Çağlayan Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-143,40.21482301089822,28.988473881419967,OneMap bina poligonu merkezi,215.6217138888503,6,OneMap,13.0,0.0,13,0,13,6,6,0,0,0,0,7,1,0.46153846153846156,0,0,4,0,BİREYSEL,,FTTb,,BF,2012-07-24,2012.0,17183194.0,3.0345746338937567
BN-00001691-144,117448,O414435,386649.0,Tellcordia ID,ÖZER APT. 6B BLOK,,,13,TEKİL KONUT,İhsaniye,Esen Sk.,Esen Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-144,40.221136604611566,28.984621584591178,OneMap bina poligonu merkezi,187.42792278043015,6,OneMap,16.0,1.0,16,1,15,6,6,0,0,0,0,9,1,0.4,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-09-28,2011.0,17012965.0,2.6440598030764035
BN-00001691-145,114564,O414436,67465.0,Tellcordia ID,BALKAR SİTESİ B BLOK APT.,,,20,TEKİL KONUT,Barış,Sümer Sk.,Sümer Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-145,40.21547181226053,28.974077027571173,OneMap bina poligonu merkezi,187.67504006591557,6,OneMap,11.0,1.0,11,1,10,1,1,0,0,0,0,9,1,0.1,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-12-13,2011.0,17186997.0,1.8309351789555866
BN-00001691-146,115435,O414437,181496.0,Tellcordia ID,BALKAR SİTESİ A BLOK,,,18,TEKİL KONUT,Barış,Sümer Sk.,Sümer Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-146,40.21534468228325,28.974075456112008,OneMap bina poligonu merkezi,130.9116798250442,6,OneMap,6.0,0.0,6,0,6,2,2,0,0,0,0,4,1,0.3333333333333333,0,0,1,0,BİREYSEL,,FTTb,,BF,2011-12-13,2011.0,17186995.0,1.8350732025860448
BN-00001691-147,114951,O414438,161341.0,Tellcordia ID,ELİNTAŞ SİTESİ 3 BLOK,,,1,TEKİL KONUT,Barış,Defne Sk.,Defne Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-147,40.215004380774964,28.965452688844202,OneMap bina poligonu merkezi,297.92082140776546,6,OneMap,18.0,0.0,18,0,18,8,8,0,0,0,0,10,1,0.4444444444444444,0,0,6,0,BİREYSEL,,FTTb,,BF,2011-11-27,2011.0,17186845.0,1.1782741603905942
BN-00001691-15,16014701643,O410316,181303.0,Tellcordia ID,DOĞUŞPARK SİTESİ N BLOK,,,16N,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-15,40.22321067083209,28.989191134910566,OneMap bina poligonu merkezi,1151.8380027851256,5,OneMap,22.0,0.0,22,0,22,3,3,0,0,0,0,19,1,0.13636363636363635,0,0,3,0,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605773.0,3.0468067558406027
BN-00001691-150,117314,O414441,181405.0,Tellcordia ID,ALKENT SİTESİ E BLOK,,,5,TEKİL KONUT,İhsaniye,Çıkrıkçı Sk.,Çıkrıkçı Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-150,40.220116492454444,28.984187536151587,OneMap bina poligonu merkezi,266.35406872411176,6,OneMap,11.0,0.0,11,0,11,7,7,0,0,0,0,4,1,0.6363636363636364,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-04-13,2011.0,17183106.0,2.606280121628757
BN-00001691-151,115267,O414505,161339.0,Tellcordia ID,AÇELYA APT. A BLOK,,,48B,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-151,40.22214143707519,28.972144144043803,OneMap bina poligonu merkezi,374.03931921971326,5,OneMap,10.0,2.0,10,2,8,1,1,0,0,0,0,7,1,0.125,0,0,0,0,BİREYSEL,,FTTb,,BF,2011-10-07,2011.0,25236616.0,1.5935166781238281
BN-00001691-152,115268,O414506,161340.0,Tellcordia ID,AÇELYA APT. B BLOK,,,48A,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-152,40.221974374056245,28.972216140520224,OneMap bina poligonu merkezi,370.9624857706946,5,OneMap,10.0,1.0,10,1,9,6,6,0,0,0,0,3,1,0.6666666666666666,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-10-07,2011.0,17185644.0,1.5975239501045888
BN-00001691-153,107122,O414507,67743.0,Tellcordia ID,ÇAĞDAŞ APT. A BLOK,,,15,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-153,40.21870850748602,28.971983694359388,OneMap bina poligonu merkezi,290.1344428427522,5,OneMap,13.0,2.0,13,2,11,8,8,0,0,0,0,3,1,0.7272727272727273,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-06-17,2011.0,17185616.0,1.5803247037087098
BN-00001691-154,106314,O414508,67739.0,Tellcordia ID,DURU 7 APT.,,,5,TEKİL KONUT,Cumhuriyet,Anıt Sk.,Anıt Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-154,40.22046658754562,28.970062092821422,OneMap bina poligonu merkezi,440.77089837847177,5,OneMap,21.0,0.0,21,0,21,6,6,0,0,0,0,15,1,0.2857142857142857,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-22,2011.0,17185078.0,1.4053763252042804
BN-00001691-155,106989,O414512,237282.0,Tellcordia ID,KIRMIZ SİTESİ A BLOK,,,8A,TEKİL KONUT,Fethiye,Finike Sk.,Finike Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-155,40.23085205220515,28.96810596649449,OneMap bina poligonu merkezi,358.3965509178106,5,OneMap,8.0,0.0,8,0,8,6,6,0,0,0,0,2,1,0.75,0,0,4,0,BİREYSEL,,FTTb,GPON,BF,2012-09-26,2012.0,25850641.0,1.691550459742218
BN-00001691-156,106988,O414513,178986.0,Tellcordia ID,KIRMIZ SİTESİ B BLOK,,,8B,TEKİL KONUT,Fethiye,Finike Sk.,Finike Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-156,40.23109105220515,28.968159966494483,OneMap bina poligonu merkezi,358.3952861666557,5,OneMap,8.0,0.0,8,0,8,7,5,0,2,0,0,3,1,0.625,0,0,3,0,BİREYSEL,,FTTb,,BF,2012-09-26,2012.0,25850691.0,1.7129797444139043
BN-00001691-157,115029,O414753,181481.0,Tellcordia ID,GÖKÇEN 1 SİTESİ A BLOK,,,3,TEKİL KONUT,Barış,Nilüfer Hatun Cd.,Nilüfer Hatun Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-157,40.21625264986822,28.975567589287913,OneMap bina poligonu merkezi,293.01164051520556,6,OneMap,10.0,0.0,10,0,10,3,3,0,0,0,0,7,1,0.3,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,19829394.0,1.929662068441309
BN-00001691-158,115031,O414754,181482.0,Tellcordia ID,GÖKÇEN 1 SİTESİ B BLOK,,,3/1,TEKİL KONUT,Barış,Nilüfer Hatun Cd.,Nilüfer Hatun Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-158,40.216015975977655,28.97550746728074,OneMap bina poligonu merkezi,327.5651406985284,6,OneMap,11.0,0.0,11,0,11,6,5,0,1,0,0,6,1,0.45454545454545453,0,0,5,0,BİREYSEL,,FTTb,,BF,2011-09-27,2011.0,17187099.0,1.9311610510496338
BN-00001691-159,114930,O414755,67469.0,Tellcordia ID,RÜYAMLAR SİTESİ B BLOK,,,7,TEKİL KONUT,Cumhuriyet,Damla Sk.,Damla Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-159,40.22200700990988,28.973541472745787,OneMap bina poligonu merkezi,390.4267417470922,6,OneMap,16.0,2.0,16,2,14,8,8,0,0,0,0,6,1,0.5714285714285714,0,0,6,1,BİREYSEL,,FTTb,,BF,2011-12-17,2011.0,17185408.0,1.7099430108214602
BN-00001691-16,16014701644,O410317,237599.0,Tellcordia ID,DOĞUŞPARK SİTESİ M BLOK,,,16M,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-16,40.2232595708321,28.989785734910566,OneMap bina poligonu merkezi,1151.8371713261788,5,OneMap,22.0,0.0,22,0,22,5,5,1,0,0,0,17,1,0.22727272727272727,0,0,4,0,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605770.0,3.097635411442609
BN-00001691-160,114929,O414756,67468.0,Tellcordia ID,RÜYAMLAR SİTESİ A BLOK,,,1,TEKİL KONUT,Cumhuriyet,Ahenkli Sk.,Ahenkli Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-160,40.22209568256906,28.973155789777103,OneMap bina poligonu merkezi,296.9855246309014,6,OneMap,16.0,2.0,16,2,14,12,11,0,1,0,0,3,1,0.7857142857142857,0,0,7,1,BİREYSEL,,FTTb,,BF,2011-12-17,2011.0,17185321.0,1.6783747379889993
BN-00001691-161,107164,O414757,67744.0,Tellcordia ID,ÇAĞDAŞ APT. B BLOK,,,17,TEKİL KONUT,Cumhuriyet,Gazi Cd.,Gazi Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-161,40.21899052744159,28.97199810829971,OneMap bina poligonu merkezi,295.8713289654735,5,OneMap,13.0,3.0,13,3,10,8,7,0,1,0,0,3,1,0.7,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-06-17,2011.0,17185618.0,1.5780734967895524
BN-00001691-162,115141,O414758,161308.0,Tellcordia ID,NESLİM APT. B BLOK,,,24,TEKİL KONUT,Cumhuriyet,Hisar Cd.,Hisar Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-162,40.2191930904391,28.976331816071326,OneMap bina poligonu merkezi,206.9514057763941,6,OneMap,10.0,0.0,10,0,10,4,4,0,0,0,0,6,1,0.4,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-31,2011.0,17185720.0,1.9431831137920537
BN-00001691-163,115142,O414759,161309.0,Tellcordia ID,NESLİM APT. C BLOK,,,15,TEKİL KONUT,Cumhuriyet,Yağmur Sk.,Yağmur Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-163,40.21908509350857,28.976681693849642,OneMap bina poligonu merkezi,213.10807466695275,6,OneMap,10.0,0.0,10,0,10,4,4,0,0,0,0,6,1,0.4,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-03-31,2011.0,17185253.0,1.9737184353726809
BN-00001691-164,115143,O414760,161310.0,Tellcordia ID,NESLİM APT. A BLOK,,,17,TEKİL KONUT,Cumhuriyet,Yağmur Sk.,Yağmur Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-164,40.2192767664767,28.97672977849473,OneMap bina poligonu merkezi,199.55885990115766,6,OneMap,10.0,0.0,10,0,10,5,5,0,0,0,0,5,1,0.5,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-03-31,2011.0,17185255.0,1.9763036540112358
BN-00001691-165,106852,O414762,282161.0,Tellcordia ID,SANPAŞ SİTESİ A BLOK,,,2C,TEKİL KONUT,Fethiye,Ulu Cd.,Ulu Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-165,40.23311289651474,28.979702847593895,OneMap bina poligonu merkezi,651.0463776853662,5,OneMap,19.0,0.0,19,0,19,9,7,1,2,0,0,12,1,0.3684210526315789,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-09-13,2011.0,17198683.0,2.6294681104414743
BN-00001691-166,16014701563,O414763,282118.0,Tellcordia ID,SANPAŞ SİTESİ C BLOK,,,4AC,TEKİL KONUT,Fethiye,Ulu Cd.,Ulu Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-166,40.232936430728344,28.979379292823474,OneMap bina poligonu merkezi,280.2485237296808,5,OneMap,19.0,0.0,19,0,19,1,1,0,0,0,0,18,1,0.05263157894736842,0,0,0,0,BİREYSEL,,FTTb,,BF,2011-09-13,2011.0,26723338.0,2.5957985695518966
BN-00001691-167,117016,O414764,282104.0,Tellcordia ID,SANPAŞ SİTESİ B BLOK,,,4,TEKİL KONUT,Fethiye,Ulu Cd.,Ulu Cd.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-167,40.23300292206671,28.979524216166215,OneMap bina poligonu merkezi,269.3384670053466,5,OneMap,19.0,0.0,19,0,19,11,8,2,3,0,0,11,1,0.42105263157894735,0,0,4,0,BİREYSEL,,FTTb,,BF,2011-09-13,2011.0,17198684.0,2.610140438349307
BN-00001691-17,16014701645,O410318,161265.0,Tellcordia ID,DOĞUŞPARK SİTESİ L BLOK,,,16L,TEKİL KONUT,Esentepe,Baytar Sk.,Baytar Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-17,40.22350572388005,28.990075671256164,OneMap bina poligonu merkezi,582.5301905546428,5,OneMap,24.0,0.0,24,0,24,2,2,1,0,0,0,22,1,0.08333333333333333,0,0,2,0,BİREYSEL,,FTTb,,BF,2012-01-09,2012.0,25605765.0,3.124992798804123
BN-00001691-170,117483,O414767,161338.0,Tellcordia ID,MİKAT SİTESİ B BLOK,,,2,TEKİL KONUT,Esentepe,Meltem Sk.,Meltem Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-170,40.228623715293665,28.98559037595995,OneMap bina poligonu merkezi,406.6840782615196,5,OneMap,12.0,0.0,12,0,12,3,3,0,0,0,0,9,1,0.25,0,0,3,0,BİREYSEL,,FTTb,,BF,2011-03-25,2011.0,17184327.0,2.871649775106516
BN-00001691-171,117484,O414768,161337.0,Tellcordia ID,MİKAT SİTESİ A BLOK,,,4,TEKİL KONUT,Esentepe,Meltem Sk.,Meltem Sk.,Nilüfer,Bursa,BRS-ATAEVLER,B:BN-00001691-171,40.22857257206718,28.98527535918812,OneMap bina poligonu merkezi,388.92278224985193,5,OneMap,14.0,0.0,14,0,14,4,4,0,0,0,0,10,1,0.2857142857142857,0,0,2,0,BİREYSEL,,FTTb,,BF,2011-03-25,2011.0,17184329.0,2.844457361369518
